replies.id	replies.user	replies.commentText
UgyksYEfBhyqpvZhoZx4AaABAg.8uPd12SF3Fi8uPiePpzwu_	Achmad Asrori	YANG KALAH AKAN MERASA DI CURANGI DI MATA PEMENANG, PEMENANG DI PANDANG CURANG DI MATA PESAINGNYA, FAKTA YANG TIDAK AKAN HILANG DI LUBUK HATI YANG KALAH, BENER..... KAN
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPd9NX-wAe	Simon Bora	â˜ï¸
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPYb8fFhEQ	charmell maycha	Fedry Baroxz ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚....haaaaahaaa gokil
UgxGnqaQp7iTRDT3h8Z4AaABAg.8uhcMCEHQq88utAUz56noF	Running_Rat Saint	"Rocky juga bukan kelasnya Adianlah, Rocky itu filsafat, secara dalam hal pengalaman dan interaksi langsung dengan politik dan pemerintahan ya udah jaoooh Adian diatas rocky. 
Masalahnya masyrakat masih gampang tertipu dengan permainan kata, karna itulah keahlian Rocky."
UgzdzzaSwGuUgdfSZEh4AaABAg.8uToMF2Cuge8uVTPg5WXpB	Elga Farah	Iya pilihan tuhan semua orang, di agamamu ada Allah juga kan? Nah sama dong semuanya
UgzdzzaSwGuUgdfSZEh4AaABAg.8uToMF2Cuge8ugiltnjpY6	radinda iswaraya	welcome indonesia...berbeda dikit  saling caci.. bkn agamanya yg salah. tp rakyatnya yg gk dewasa ðŸ˜„ðŸ˜„ðŸ˜„
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uVUmZYvLCb	Joli Bee	@BINTANG la yose Indonesia  MAJU, BPJS  berjalan lancar, Surat  tanah  yg dulu  susahnya bukan main skrg GRATIS, loe hidup di hutan Amazon  kyaknya serba susah.mikir Jangan  nyinyir!!! Idih malu dah  kalah ngotot menang rakus  amat tuh ciap PLECIDEN
UgxqB5lziLV3mt_viTF4AaABAg.8uRrMIICroe8uTuiCqmcDF	griya induksi	Yg bilang curang hanyalah orang yg kalah
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTVDzf63RL	Suki Jan	@Suka Ngiler yang kamu lihat dimensos akon punya siapa alamat dimana yang tanggong jawB siapa gak jelas percaya begitu saja benat salahnya juga gak jelas
Ugw4-QA6Dm2e-h5TeI94AaABAg.8uRGruyjry18uSQSQTO7C1	Suicide Boy	@Sera Ranasisca baca di web kpu
Ugz40iekZ-6LbJjsHf94AaABAg.8uQz9GYWlj88uRSFBr3xec	Rio Arbeni	Abang bilang jakarta banjir pasti nontonnya di TV ya ðŸ˜Š Sini bang main di jakarta yg kemarin banjir hanya sementara. Itu pun karna memang rawan banjir karna kirimin air dari bogor. Liat fakta ya biar gak asak goreng ðŸ˜†ðŸ˜†ðŸ˜†
UgxPdOU5YzHIL8j0xKd4AaABAg.8uQYo-cKZ-U8uQv1Jmb63Y	Najri Ligun	Ngotot ama ngebet dan sangat memaksakan hhhhh..
UgyUzFdTzCbhJWs2PeJ4AaABAg.8uQHkDubPbO8uQks5dbSJU	ofta vian	Elsa Melisa wah km pintar ..saya yang awalnya gak respect tambah gak respect banget
Ugwh_TTmszGVjVCIzH94AaABAg.8uQ9XMuslqZ8uQURpa1Nwa	Last crow	Karena Jokowi sedang melawan bangsa nya sendiri, *Bangsa yang ngeyel maunya instan doang
Ugz3SqY0UC1HY2rH5s94AaABAg.8uQ4nj42aY38uQG48S503U	Irfan taufiq akbar	"Ada Menteri segala urusan : luhut panjaitan
Ada profesor segala urusan : mahfud MD
Ada presiden tak tau urusan :  jokowi dodo"
UgwUkG7M9C21-_MReYR4AaABAg.8uQ3oDxKH8t8uQEsh6a1ep	jabber wocky	KECEBONG INSYAF klaim kemenangan tapi nuduh kecurangan, ya kalo merasa menang ngapa nuduh bang?
UgzaYvM6adcQTAkx6714AaABAg.8uPrr2A2hsp8uPvXBUzdly	Ringo WP	Juara 2 dari 2 kontestan .wkwkwk
UgyFq7qnyqIO1iJFpmd4AaABAg.8uPp6Z0hEaC8uPuPuRuhHU	Ainy Nurma	Arif kumpulan manusia CABULLLLLðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†
UgyFq7qnyqIO1iJFpmd4AaABAg.8uPp6Z0hEaC8uPuz0WB5Da	Ariel Tabrani	Arief otaknya afk
UgyZXEfZbt1ecNJj0il4AaABAg.8uPlKQW7Ahj8uPqqip7HV9	MARS 99	yg masih ndukung paslon no 2 bangsat
UgyZXEfZbt1ecNJj0il4AaABAg.8uPlKQW7Ahj8uPrHjnGBna	Andika Wahyu	"Ada yg blg curang itu drmn yaa???
Org kubu 02 selalu share hasil c1 katanya d balik, tpi saya lihat d web KPU udh bner sesuai c1.
Kalopun emg curang, kan sebagian besar komisioner KPU merupakan anggota partai koalisi 02...
Maling kok teriak malin.."
UgyksYEfBhyqpvZhoZx4AaABAg.8uPd12SF3Fi8uPgi5nR-Tx	Kiki Maharanie	hh prabowo gk bkl menang ... knpa curang2 gk liat apa yg d ln kubu siapa yg curang pret makin seru ada yg ngak bisa terima kekalahan
Ugy6HQlPjAJFrXSkCvB4AaABAg.8uPcInLbbCh8uPfcs47FQA	Rangga Noval	Yaelahhhh udh mau beres jdi balik lgi dehh ahhh ke menit 0.46... Penasaran..
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPc1WWUd71	Guntur Adi Prawoto	Aku rakyatnya prabowo tp aku penghamba kebijakan2 jokowi...kata kamprettt
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPdB27TDtj	Slaxl Show Down	Kampret kepanasan..
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPehDRd4ql	Erna Purnama	Q Rakyat pak Jokowi Amin yg rendah hati ,sabar iklhas nerimo
UgypNRlezYjZ0T0xDEJ4AaABAg.8uPZSRJ2_6u8uPcOVpijVW	Yorganiezt Unis	Dan realitanya Seumur hidup hanya bsa jd calon presiden ðŸ¤£ðŸ¤£ðŸ¤£
Ugy-U5ld_qfhc-HinZ54AaABAg.8uPZ2If6AQ68uPcev8GJCX	Tika akmalia	Sama,saya pun pasti legowo dan ga akan teriak curang curang. Pak jokowi pun pasti legowo.Ga bikin heboh kayak 02. Tapi Alhamdulillah 01 menangðŸ˜
UgwJl6Y_SHuzyjpIixh4AaABAg.8uPXIHIP3Rg8uPYax5cT6B	UKUWEWE OZAZWEWE	Krn jealous yg parodiin khan presiden beneran..
UgzEmAv2KHOJiXjEfBp4AaABAg.8uPXIFA15eM8uP_ys3x7k6	KIKO ENAK TAU	Prabohong nyungsep
UgzEmAv2KHOJiXjEfBp4AaABAg.8uPXIFA15eM8uPaq4SDGEz	Jae nab	Jokowi donk
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPZWYzIdxi	Begundal Harley Davidson	Bhuahhahahhahhahaa... kejam
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPbC-1bUlB	Fedry Baroxz	@jijie AyungRasikah biarin aja semua deklarasi kemenangan,,,yg penting hasil.KPU lah yg utama,,,jadi yg kalah siap menerima,,,kalo gk trerima ada mekanismenya,,,karena kita negara hukum
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPbkXAER_V	Thanos	@#Mirza Channel sdh ketularan virus pesimis ya. km terlalu memandang rendah kekuatan indonesia saat ini. jgn hanya melihat indonesia dari satu sisi.
UgxXZ1zJpmKHA13xX0l4AaABAg.8uPWozCkcyy8uPb7P6qmg-	Nicholas Issac Subiakto Putra	@luar biasa ya memang.. Tapi kan jokowi adalah presiden.. Jadi mau nggak mau, siapapun dia yg menginjakan kakinya di tanah air yg masih dipimpin oleh pak jokowi sbg presiden, HARUS MENGHORMATINYA.
Ugy6C3q-5AOyccb0s-d4AaABAg.8uv1vilM9ZJ8v-VCvx0Dlm	YounothinG IMO	@Pectus Excavatum takutnya jakarta keburu tenggelam
UgzdzzaSwGuUgdfSZEh4AaABAg.8uToMF2Cuge8ud6RbJZp8t	BISMILLAH LILLAH	Pilihan Allah jugak, Insha Allah ðŸ™â¤
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uWMQAjcZvt	Joli Bee	@BINTANG la yose saya kasih tau ya susah  itu kalo kita gakmau gerak/maju usaha apa aja pasti bermanfaat,klo  ngandelin pemerintah  ngasih kerjaan ,ngasih asuransi hidup  itu salah,trus nyalah2hin pemerintah itu adalah watak  orang malas yang tidak mau berusaha,emangnya presiden  NGURUSIN  Negara  ini kya  balikin telapak tangan apa,klo  mau bicara susah skrang masih krisis global bung US, Saudi Arabia aja  kena dampaknya itu Saudi  Negara  yang memgharamkan  riba  sekarang BERLAKU  apapun jadi halal 5% serentak semua naik,tetapi  inilah kenyataan kita sebgai  manusia harus bekerja keras untuk membangun sesuatu  yang lebih baik,jangan ngeluh dan  ngeluh, kgak bakalan MAJU2.
Ugw7BrhJnxdA_IlkqRN4AaABAg.8uSOhpM_VXN8uTghhN7csg	Daffa Haffiz	Ada TNI polri sejarah 98 ga akan terulang
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTg6DgnZMi	Gita Gita	@Joe Channel banyak kok yang lapor tapi yg lapor malah masuk penjara. Dari situ orang2 pada bingung mau lapor ke siapa, masa mau lapor hansip ðŸ˜€
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTrRCreOmN	Bayu Sampurno	@Suka Ngiler golongan pemecah belah bangsa kampret
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTuNd_hy-e	its ok	@Suka Ngiler buktikan saja, lagipula ini negara hukum boss... Jangan cuman bisa teriak curang & menghasut rakyat... Katanya udh menang kok msih teriak2 dicurangi ? Sehat apa ngk klw gitu ?
UgxtkSPCLi0A_rfWMNF4AaABAg.8uRFFrv5BSm8uStN37lnI2	Bintang DW	Jujur gua lebih suka Sandiaga yg jadi wakilnya Jokowi
Ugxby5n5qW6ZHAKuk5V4AaABAg.8uR6fTJfDBx8uRRiu4TqKn	Mohammad Wahyu	@Fuad Hasan amin rasis ya bro :v
Ugxby5n5qW6ZHAKuk5V4AaABAg.8uR6fTJfDBx8uRjhCnHP-t	sunset In Love	@Aris Bermansyah  sexy killer itu kurang menonjolkan opini masyarakat itu sendiri. Yg diliput hanya orang* atas. Harusnya seimbangbkedua belahpihak diliput. Ada yg menyebutkan; itu kemauan masyarakat itu sendiri. Ada dari akun video dari Denny/Deddi saya lupa. Kalau ketemu besok sayak mampir kesini lagi
Ugz40iekZ-6LbJjsHf94AaABAg.8uQz9GYWlj88uRGEJ-nFD_	Muhammad Ilham K	Back to 1998
Ugz40iekZ-6LbJjsHf94AaABAg.8uQz9GYWlj88uRT7ub6jVa	rumahku istanaku	Prabowo jd president bakalan punya 80 menteri dan 80 wakil menteri semuanya kroni2nya prabowo untuk nggarong kekayaan Indonesia
Ugx6v6EfCiZ1e_Sn8dJ4AaABAg.8uQTT1WJKq_8uQp7IqGE26	Dimas Aryantha Putra Dima	Sandi uno, ahy, & pd memberi contoh demokrasi yang dewasa
Ugx6v6EfCiZ1e_Sn8dJ4AaABAg.8uQTT1WJKq_8uR1mgMArBi	Devid Chia	saya walau mendukung 01, tapi saya juga respect dengan pak sandi ðŸ˜€ðŸ‘, tapi ntah knpa tidak dengan langkah pak prabowo
UgwqeHUjeuCJtTmawS14AaABAg.8uQEyMBDdlQ8uQIhddHvRN	natasha diandra	Wkwkwk malah kl g ada mas arif itu g ada greget2nya.. Yg ditunggu2 itu adian vs arif kocak
Ugwh_TTmszGVjVCIzH94AaABAg.8uQ9XMuslqZ8uQSNb5ApJG	Aldy Fachrul	@89 Iqbal baca makanya berita2 ato ga tonton di yutup OPM yang ingin bersatu dengan Indonesia karena Jokowi yg sudah memajukan infrastruktur di papua, kampret bangsat
Ugwh_TTmszGVjVCIzH94AaABAg.8uQ9XMuslqZ8uQUJ2N6oJr	Aldy Fachrul	@Ryan Hariyanto lihat bro utang Amerika yang negara maju aja 308.000 triliun pret, maklum lah kita masih negara berkembang butuh dana2 dan investor yg banyak, apalagi ada 34 provinsi, mikir, urusin dulu utang lu sendiri gausah mikirin utang negara,kaya situ mau bantu bayar aja bego
UgwQgaJQI5TApOMJRUt4AaABAg.8uQ9BctS2EJ8uQOtdFSHzW	DM Suparyanto	Bayu Setyawan ðŸ˜…ðŸ˜†ðŸ˜…ðŸ˜†ðŸ˜…biar ajah qt tunggu smpe tgl 22 may presiden Jokowi msh jd presiden Indonesia kokðŸ’ªâ¤ðŸ‘
UgwgnEYi2nce8JonunN4AaABAg.8uQ8ZEqjWMe8uQKCSVU50C	pegasus X	Gk ngaruh itu salaman, yg penting bisa ngurus negara,,, dan gk ada pencitraan...,,, apa adanya,, jgn menilai hanya dari salaman
UgwgnEYi2nce8JonunN4AaABAg.8uQ8ZEqjWMe8uQOPardBYq	DM Suparyanto	Midah Midah pak Jokowi lah presiden yg menjabat skrng  bkn pleciden2 nan hahahaðŸ˜†ðŸ˜…ðŸ˜†ðŸ˜…
UgyyFpyZyQQPrq74Nlh4AaABAg.8uPx2LjoBJb8uQAsvR6n9B	enzy storia	Iyus Rusmana buktiin dong curangnya dimana, buka semua.. Uang 100Milyar udah disiapin tuh, cukup buat beli harga diri lo sama keluarga lo HAHAHA
UgyyFpyZyQQPrq74Nlh4AaABAg.8uPx2LjoBJb8uQAuWrA1Tu	enzy storia	Atta Lazuardi buktiin dong curangnya dimana, buka semua.. Uang 100Milyar udah disiapin tuh, cukup buat beli harga diri lo sama keluarga lo HAHAHA
UgzaYvM6adcQTAkx6714AaABAg.8uPrr2A2hsp8uPutfHtKlu	ayu trysna	berul..betulllðŸ˜€ðŸ˜€
UgzaYvM6adcQTAkx6714AaABAg.8uPrr2A2hsp8uPvBktMRDh	hikmalaila aziz	Aduhhh perutku jd muless nahan ketawa...
Ugzt9I0rGD0BKIkx3xJ4AaABAg.8uPn8ltYYsE8uPsBV7NRzc	ice phantom	memang strategi yang dilakukan oleh prabowo itu demo seperti tahun 1998
UgwBseczclvrotFaYW54AaABAg.8uP_IE7MCj38uPb1eM3we-	Tini Zu	Suharwanto Murty percaya nya sama ratna sarumpaet
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPcDZ_BY4U	Nano Nanonano	Rakyat yang kalah bersama prabowo rakyat
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPf5JBEYPd	gembel ELite	what kami..loe aja x ..gw ttp jokowiðŸ˜˜ðŸ˜˜
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfLso3x4w	Ngewer Forever	Gw cebong
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfMWzmu9V	Denny Marbun	PRABOWO RAKYAT MEMANG BERSAMA MU PAK. 02 PASTI MENANG
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfURGeYvB	Amanda FM	Pak jokowidodo
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfbnVG_eo	Kurniaaji Putra	Gue rakyatnya jokowi
UgzEmAv2KHOJiXjEfBp4AaABAg.8uPXIFA15eM8uPbByXktot	aini aini	Jokowi the best
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPa0tXEDXg	jijie AyungRasikah	pantunnya keren bang....bagaimana kabar yg kalah ngaku menang yaaa..sy heran...muka tebel amat ngaku jd pleciden jd bahan tertawaan org2 luar negeri...kt  mrk ..wowo sencing ping...
UgwLdihnYYy4okfImaV4AaABAg.8uPXFcRQw7D8uPaJZ0SdE9	#Mirza Channel	Ketika negara kita hancur baru kalian menyesal , sekarang merasa diatas angin , jangan takabur
UgwO0BGblOFPG7S2hiF4AaABAg.8uPWydUEa5a8uPXeuIWO7S	Jeng Retno	Iya....sebenarnya keduanya kompak ya....salut dech buat mereka berdua.
UgyAvP8T3YnPRlXsfZd4AaABAg.8uQPp2LWkBV8uQQtu_xvVG	Mulis Sipit	Undang Mahfud MD vs Amin Rais dong Mba.Idola...
Ugx38uWfjAf7GKzeH_J4AaABAg.8uU41We3ejn8u_j8474ECK	Gusti Syahrial Razak Pratama	Besok besok kalo ada pemilu gausah ajak kpu lah, ribet ga bisa ngitung
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uVmhDer63n	Bosar 123	@BINTANG la yose dasar loe aja sudah susah dari sono nyaðŸ¤”
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uVntVE9Qw5	krishayanti	@BINTANG la yose lo nya aja gak mau usaha. Maunya serba gratis.
UgxqB5lziLV3mt_viTF4AaABAg.8uRrMIICroe8uTfuwXWC3T	ezzz zz	Loh gmn sih emg meninggal cuma karna cape bro? Lo tuh yg buka mata
UgxqB5lziLV3mt_viTF4AaABAg.8uRrMIICroe8uU-0wPfhb9	Desi -	@Molly quincy betul sekali jawabannya pemilu kemarin itu cuma milih presidennya doang lah sekarang presiden iya dpr iya dprd iya dll...
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTlgsaBIK5	the nun	Selamat para cebong anda akan di kenang sejarah kumpulan terdungu sepanjang massa
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTrx6vB5fA	Suki Jan	@Gita Gita siapa yang lapor dimasukan penjara
UgxqYKcjhDCu9Hr1lF54AaABAg.8uRQof0J1HL8uTuG3lwxOR	its ok	@Fansboy Hateboy bukti kan aja kan ada sistemnya... Toh jangan cuman teriak curang,maling tapi waktu disuru buktikan diam
Ugxby5n5qW6ZHAKuk5V4AaABAg.8uR6fTJfDBx8uR_abyhfAb	Alivio Trik	"betapa sia""nya moment berharga keluarga lu buang buat ngebahas politik.
seandainya gw bisa ngumpul sama nyokap bokap gw:("
Ugxby5n5qW6ZHAKuk5V4AaABAg.8uR6fTJfDBx8uSAr7JLXyv	U Me	"@Ristiyani N A mungkin yg kamu maksud itu dalam urusan politik kali yaa..
Tapi kalau masalah kebijakan nasional di bidang ekonomi, pembangunan nasional, dll mah saya rasa kekuatan tertinggi masih dipegang jokowi. So what? Saya rasa Indonesia menunjukkan progres yg baik selama dipegang Pak Jokowi dan itu patut diapresiasi."
UgyeHGDZNze4EvBUyz54AaABAg.8uR1Tyw8LbE8uRzdUXgftW	Ar claine	@Jaki Syahreza laporkan gan. Jangan cuman koar-koar di medsos. Jangan kayak paslon no 2. Koar-koar doang bikin kisruh
UgxS-iwvmaR4ZCa0s8Z4AaABAg.8uQj5GyP6V48uRDC4WuoSS	novera dp	@Diah Rahmi Fitria ada saya nonton dy bilang begitu
UgxPdOU5YzHIL8j0xKd4AaABAg.8uQYo-cKZ-U8uQzSGVTWc0	Marsini Pisang_oke	entahlah, saya miris melihat sikap mereka karena tidak memberi contoh yang baik
UgxiYj_85XzrfhHhKPp4AaABAg.8uQPuA8ZxAa8uQokJvTXg2	Munawir Mumunis	Iya betul.. Byk kampret yg insyaf
Ugzl6s2HLpRM8jNnEdd4AaABAg.8uQNtKIFOWf8uQ_U1lTss8	multi fandom	jam segitu mah udah jam kerja makhluk halus yg berkeliaran...wkwkwk
UgzYZ9T2X8-XIQLbzfB4AaABAg.8uQHzVQqblN8uQWdIaTfvZ	Rizky Alfian	No rocky no party
UgyUzFdTzCbhJWs2PeJ4AaABAg.8uQHkDubPbO8uQc0xZ2QRv	Alleee	Sama mbak saya juga jd unrespect begini.
UgywmYw49fBiusiLtmR4AaABAg.8uQG-l2LM658uQ_cUu4XQy	multi fandom	tenang..TNI dah siap menghalau..nkri harga mati ga akan mengizinkan orang2 merusuh negara indonesia
Ugw-eiTOYzrvgNLigtt4AaABAg.8uQ6RLJJqKT8uQBAZV9qEQ	ari widiatmoko	Ok setuju,gue like pertama
Ugw-eiTOYzrvgNLigtt4AaABAg.8uQ6RLJJqKT8uQCcrNUIfC	INDY DAWING	"Mba nana nya males... Pasti kebanyakan kata ""sodarasodaraku""....sodarasodaraku hahahah"
Ugz4IQpby9MoYS2jvSl4AaABAg.8uQ4C-AGm8o8uQNHS95ShH	Bayu Setyawan	"@89 Iqbal buka matamu kampret bangsat.
Fanatik buta"
UgwUkG7M9C21-_MReYR4AaABAg.8uQ3oDxKH8t8uQD_K5VaHx	Blue Magic	PRUTTTT.   01 TIMSES NY PREMAN SEMUA. PALAGI YG GIGINYA BAGUSSS BANGET ITUðŸ˜†ðŸ˜†ðŸ˜†
UgwUkG7M9C21-_MReYR4AaABAg.8uQ3oDxKH8t8uQDu7x7Wei	Sakura	@Blue Magic  ciieee...yg suka main pleciden2an ðŸ˜ðŸ˜ðŸ˜
UgwUkG7M9C21-_MReYR4AaABAg.8uQ3oDxKH8t8uQEHpHrBqI	Blue Magic	@Tijan Garta LAPORKAN LAPORKAN . DAH DILAPORKAN JUGA GA DIAPA APAIN KOK . NYADAR KAGAK. REZIM SIAPA INI ðŸ¤£ðŸ¤£ðŸ¤£
UgyyFpyZyQQPrq74Nlh4AaABAg.8uPx2LjoBJb8uQ5FzNpzhe	Novi Isharyanti	Haha bagus banget tingkat ke PD an nya ya ðŸ¤£
UgyyFpyZyQQPrq74Nlh4AaABAg.8uPx2LjoBJb8uQ5dINLuHG	Candrasyah Rahmadany	Kemaren riziek nyuruh kpu hentikan real count
Ugx7wzCWpLCdG5F2w9B4AaABAg.8uPtiZG4OIJ8uQ7-NdJ5_W	Ian Karunia Krishnanda Setiadji	"Tapi sebenarnya dibalik ""gimmick"" ini saya pribadi prihatin dengan manuver 02 yang selalu membuat langkah kontroversi. Dari awal bahkan sebelum pencoblosan narasi kecurangan sudah dibuat sedemikian rupa. Tiba hari pencoblosan mereka mengklaim kemenangan berdasarkan ""survey internal"". Tidak berhenti disitu yang lebih aneh lagi ketiks merrka mengklaim menang sekaligus menuduh kecurangan yang masif. Mau nya apa coba? Upaya deligitmasi KPU dan lembaga internal masih terus terjadi bersamaan denhan upaya pengerahan people power yang cenderung meningkatkan potensi perpecahan. Kita semua harus kawal temen2. Lindungi KPU, jaga KPU, jangan sampai ada pihak2 yang suka mengklaim ini terus menerus berbuat se enak nya. Salam perSATUan."
UgzaYvM6adcQTAkx6714AaABAg.8uPrr2A2hsp8uPu_yWekmi	Rian Rian	ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€
UgzvwTYs2PTaBXvEqF94AaABAg.8uPqbF36TGk8uPznu-UA0V	asyah abdulmajid	"Iya betel...
Terlalu berambisi jadi presiden...dan pendukungnya malah trus ngompor""in...ngeliatnya miris saya"
UgyFq7qnyqIO1iJFpmd4AaABAg.8uPp6Z0hEaC8uPt8Lp3hXI	Restu Budianto	kesian gak ada sma sekali
Ugzt9I0rGD0BKIkx3xJ4AaABAg.8uPn8ltYYsE8uPwC6toDEg	Sok tau	@Annstarina Eka bahaya banget itu. Pas di warung saya pernah denger ada orang awam yg percaya banget 02 sudah pasti menang gara2 lihat deklarasi di tv. Orang2 golongan mereka gampang banget percaya gara2 liat baliho ataupun kelakuan 02 yg menurut kita gak masuk akal. Mereka bisa kaget dan berpikir ada kecurangan jika tgl 22 01 resmi menang.
UgyZXEfZbt1ecNJj0il4AaABAg.8uPlKQW7Ahj8uPr3LUijB4	Rino Oktora	@Lucky DrawPhising lu gk pantes pake nama muhammad, otak lu kurang protein, malu maluin baginda rosull aja lu
UgzWIhev1kt0WY1_isx4AaABAg.8uPh9AVWC5a8uPlMz5PdgI	Sinta Bella	Namanya juga ngikutin pimpinanya..........semua itu tinggal gimana yg di jadikan panutan.....
UgwVcU9lE4zfY3ckLLV4AaABAg.8uPeA6IWMhT8uPjvIjUPQ3	Kaaz D Slacc	Gud dur juga benar , prabowo orang yg paling ikhlas, pilpress kalah terus
UgyksYEfBhyqpvZhoZx4AaABAg.8uPd12SF3Fi8uPiaXN4zl3	Maulana Ramadhan	"@Monica Devi fakta emang perih men... 
Orang yang melanggar HAM 1998 kok dibela.."
Ugy3OtUKXnGC83oi15R4AaABAg.8uPcfEICjIx8uPfgPQDaFK	Bunga Mawar	Betull ðŸ˜…
UgxWDe45OEi6HxRrFGN4AaABAg.8uPbmX4tHMw8uPiMRfP5ro	Aning Dwiyan	"Bang Aldian aktivis thun 1998.

Di thun tsb pergolakan politik mengakibtkan  sejumlah aktivis tmn"" sprjuangan Bang Aldian di culik & tdk thu rimba nya.

Saksi nyata & pelaku politik 1998"
UgwBseczclvrotFaYW54AaABAg.8uP_IE7MCj38uPbT0o6RkV	riza pajarudin	Sama nenek nenek dibohongin percaya itu wkwkwkw
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfPp5AFGe	Oliver Sim	Belom jadi pleciden udah mengklaim yha oposisiðŸ˜œ bener bener
UgxOEsv60_jQc6rWBsV4AaABAg.8uPZYO6Hkci8uPfeRSIFf_	immanuel gulardi	"Kalo gw dr Pemilu 2014 sampai saat Pemilu 2019 tetap kupilih Jokowi....
#2PeriodeGasTerus"
Ugwf0rbs0WNy-L0nrG94AaABAg.8uPZUMbvzx_8uPcX8pEXQZ	santoni nurdiansyah	"Ferry Timisella silahkan laporkan klau ada yg tdak sama/kecurangan...
Klau anda cma koar2 di sosmed pngaruhnya apa???"
Ugy-U5ld_qfhc-HinZ54AaABAg.8uPZ2If6AQ68uPc58fxdgu	aini aini	Klo 01 kalah ngx akan rame sabar..tapi klo 02 kalah pasti deh langsung rame...karna orangnya pemarahðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒ
UgwJl6Y_SHuzyjpIixh4AaABAg.8uPXIHIP3Rg8uPXf3q5lW6	Endri Setia	Setuju... ak jg ikutan parodi itu hkhkhkhk
Ugx38uWfjAf7GKzeH_J4AaABAg.8uU41We3ejn8uj7GkGLVqf	Nana Jimin	@Gusti Syahrial Razak Pratama jadi klo junjunganmu mau nyalon lagi jangan daftar ke kpu yak!
Ugx38uWfjAf7GKzeH_J4AaABAg.8uU41We3ejn8uusA_OabgS	Adam Alamsyah	"â€‹@ardimas dwi kan sudah di jelaskan sama KPU , kalau ada kecurangan bisa diajukan ke MK , nanti persidangan yang memutuskan salah atau tidak nya . kelalaian KPU bisa di cek juga di website nya kalau ada salah input , kasih masukan ke KPU dimana salahnya nanti di recek sama KPU . 

ini saya gatau kenapa , bilang curang curang tapi bukti ngga diliat , ngga ada pelaporan
katanya konstitusional tapi ngga mau lapor ke MK 

tolong lah sedikit dewasa"
UgxKWJ5esADJLDdKdBx4AaABAg.8uTodfi437a8uaQH7w7CAc	Tri S	Pendukung 02 larinya ke twitter, sibuk menyerang mahfud md & bikin trending twitter tentang kecurangan
UgxKWJ5esADJLDdKdBx4AaABAg.8uTodfi437a8uvDYln6Na3	Tw Tw	@Asdf Sdfg setuju bang haha.rocky itu tukang ngibul di tipu one
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uVjfhq4LAt	alfa dotcom	@BINTANG la yose lu sama pendukung bowo aja kali yg susahðŸ˜…kita mah gk
UgybgVhozU_blWvWtU54AaABAg.8uST5nMwA0W8uVmslxOAYC	alfa dotcom	@BINTANG la yose wkwk doa ijtima ulama kalian aja ga dikabulkan buat menangin bowo,apalagi doa lo,lo siapa?
UgxqB5lziLV3mt_viTF4AaABAg.8uRrMIICroe8uTWi9JTcaU	will sastro	pemilu sebelumnya kok gaada yg meninggal2 kyk gini? apa betul kelelahan? mas dunia ini ga polos,buka mata hati anda lebar2
UgxyYL2ZcY6wm5setOt4AaABAg.8uRSUIr5qS88uSzcUDCpE2	tonny hermawan	@ikhsan triadi  Kemang ke dronk tempat dugem ðŸ™„
